delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,cost_per_km,total_delivery_time_minutes,cost_per_minute,satisfaction_per_pound,customer_id,is_high_risk,override_intensity,has_proof_issue,service_quality_score
DL00021,O00250,D117,V081,H08,2025-04-24 14:20:00,2025-04-25 11:20:52.916514,OnTime,9.77,4,0,4.07,6.43,0.6581371545547595,1260.8819419,0.0050996051147427415,0.6329704510108866,C0300,1,0.4094165813715456,0,89.33
DL00022,O01027,D088,V011,H07,2025-08-24 00:21:00,2025-08-24 04:25:39.715444,Failed,15.81,0,0,3.5,15.62,0.9879822896900695,244.66192406666667,0.06384319938456703,0.22407170294494239,C0492,1,0.0,0,65.62
DL00023,O00768,D046,V021,H08,2025-06-12 01:16:00,2025-06-12 02:37:11.392658,OnTime,4.29,1,0,5.0,2.5,0.5827505827505828,81.18987763333334,0.030792015862992253,2.0,C0606,0,0.2331002331002331,0,97.23
DL00024,O01054,D045,V029,H02,2025-08-19 14:33:00,2025-08-19 18:11:44.601237,OnTime,8.58,0,0,4.78,14.62,1.7039627039627039,218.74335395,0.06683631633142928,0.32694938440492477,C0216,0,0.0,0,98.62
DL00025,O00288,D130,V098,H04,2025-09-08 19:57:00,2025-09-08 22:37:15.665186,OnTime,7.41,0,0,5.0,7.2,0.97165991902834,160.26108643333333,0.04492668906868488,0.6944444444444444,C0542,0,0.0,0,100.0
DL00026,O00906,D092,V055,H04,2025-02-04 11:16:00,2025-02-06 01:48:45.831712,Failed,14.27,2,0,2.23,10.04,0.7035739313244569,2312.7638618666665,0.004341126288568243,0.22211155378486058,C0480,1,0.1401541695865452,0,56.02
DL00027,O00827,D057,V054,H02,2024-01-01 03:20:00,2024-01-02 00:13:30.937528,OnTime,13.27,0,0,4.15,9.05,0.6819894498869632,1253.5156254666667,0.00721969460622464,0.4585635359116022,C0152,0,0.0,0,94.69
DL00028,O00087,D165,V022,H08,2024-11-12 15:52:00,2024-11-13 04:15:00.393100,Delayed,15.53,2,0,2.7,13.05,0.8403090792015455,743.0065516666666,0.017563775138627034,0.20689655172413793,C0476,1,0.128783000643915,0,59.1
DL00029,O00723,D126,V086,H07,2024-05-15 06:49:00,2024-05-15 04:38:00.000000,OnTime,9.43,1,0,3.72,8.72,0.924708377518558,-131.0,,0.42660550458715596,C0075,0,0.10604453870625663,0,90.74
DL00030,O00780,D034,V068,H03,2024-06-16 18:57:00,2024-06-16 19:22:12.494298,OnTime,7.71,1,0,4.1,16.42,2.12970168612192,25.2082383,0.6513743564539376,0.24969549330085258,C0490,0,0.1297016861219196,0,92.83
DL00031,O00830,D037,V061,H01,2025-07-23 23:32:00,2025-07-23 23:21:38.152021,OnTime,12.06,0,0,4.1,14.98,1.24212271973466,-10.364132983333333,,0.2736982643524699,C0347,0,0.0,0,94.38
DL00032,O00010,D045,V010,H08,2025-01-29 02:58:00,2025-01-29 05:57:46.344204,OnTime,15.58,1,0,4.23,13.75,0.8825417201540436,179.7724034,0.07648559923519385,0.30763636363636365,C0171,1,0.06418485237483953,0,94.43
DL00033,O00885,D041,V075,H06,2024-11-17 14:01:00,2024-11-19 06:51:25.201294,Failed,11.72,0,1,4.13,18.12,1.546075085324232,2450.4200215666665,0.007394650647857117,0.227924944812362,C0338,1,0.0,1,69.56
DL00034,O01081,D157,V110,H04,2025-06-18 12:01:00,2025-06-19 05:14:57.054608,Delayed,14.68,0,0,4.4,9.44,0.6430517711171662,1033.9509101333333,0.009130027264817304,0.46610169491525427,C0581,1,0.0,0,71.25
DL00035,O00275,D015,V038,H07,2025-05-21 21:35:00,2025-05-22 01:56:14.948650,OnTime,22.05,0,0,4.96,14.78,0.6702947845804988,261.24914416666667,0.05657434801229795,0.33558863328822736,C0473,1,0.0,0,99.75
DL00036,O00652,D158,V106,H06,2024-11-08 22:14:00,2024-11-09 04:09:12.967657,OnTime,15.77,1,0,4.35,13.68,0.8674698795180723,355.21612761666665,0.03851176491277683,0.31798245614035087,C0331,0,0.06341154090044389,0,95.18
DL00037,O00185,D010,V113,H05,2025-05-15 02:24:00,2025-05-16 02:10:07.723523,OnTime,23.49,1,0,4.21,11.21,0.47722435078756925,1426.1287253833334,0.00786044050615896,0.375557537912578,C0482,0,0.04257130693912303,0,94.56
DL00038,O00727,D096,V002,H02,2025-10-26 15:31:00,2025-10-26 16:43:11.478296,Failed,8.82,2,0,3.43,13.21,1.497732426303855,72.19130493333333,0.18298602597915456,0.25965177895533686,C0499,1,0.22675736961451246,0,62.49
DL00039,O00542,D090,V034,H08,2025-07-26 15:58:00,2025-07-27 04:22:45.664955,Failed,17.13,1,0,2.51,16.3,0.9515469935785174,744.7610825833333,0.021886213419558143,0.15398773006134966,C0504,1,0.05837711617046118,0,58.74
DL00040,O00919,D027,V036,H04,2025-02-01 08:38:00,2025-02-02 04:04:35.282288,Failed,9.53,1,0,1.68,11.11,1.1657922350472194,1166.5880381333334,0.009523498987506504,0.15121512151215122,C0619,1,0.10493179433368312,0,53.0
DL00041,O00750,D100,V057,H08,2024-02-01 08:58:00,2024-02-01 19:53:37.396269,Failed,15.88,3,1,2.94,13.19,0.8306045340050378,655.62327115,0.020118260867805986,0.22289613343442002,C0368,1,0.1889168765743073,1,59.88
DL00042,O00009,D146,V020,H01,2024-10-04 01:05:00,2024-10-04 10:49:54.333414,OnTime,12.02,0,0,4.45,11.41,0.9492512479201332,584.9055569,0.019507422805953516,0.39000876424189307,C0141,0,0.0,0,96.56
DL00043,O00453,D110,V039,H07,2024-12-04 15:46:00,2024-12-04 20:31:28.589644,OnTime,11.94,0,0,4.24,11.81,0.9891122278056952,285.47649406666665,0.04136943056769515,0.3590177815410669,C0224,0,0.0,0,95.25
DL00044,O00147,D049,V020,H01,2024-07-12 09:47:00,2024-07-12 12:20:42.900637,OnTime,4.63,0,0,4.34,12.87,2.7796976241900646,153.71501061666666,0.08372637095342048,0.3372183372183372,C0096,0,0.0,0,95.88
DL00045,O00924,D157,V051,H08,2025-11-07 00:32:00,2025-11-07 21:03:01.572726,OnTime,10.61,1,0,5.0,14.13,1.3317624882186618,1231.0262121,0.011478228376547498,0.3538570417551309,C0139,0,0.09425070688030161,0,98.88
DL00046,O00101,D088,V046,H05,2025-10-30 07:35:00,2025-10-31 06:59:41.392827,OnTime,5.53,2,0,3.09,11.27,2.0379746835443036,1404.68988045,0.008023123222322634,0.2741792369121562,C0633,1,0.3616636528028933,0,83.77
DL00047,O00263,D045,V091,H06,2024-02-19 04:07:00,2024-02-19 03:46:04.685358,OnTime,16.33,0,0,5.0,10.25,0.6276791181873852,-20.9219107,,0.4878048780487805,C0031,0,0.0,0,100.0
DL00048,O00358,D045,V093,H05,2024-03-20 13:40:00,2024-03-20 18:11:50.892104,Delayed,7.37,0,0,3.33,14.67,1.9905020352781546,271.8482017333333,0.05396393982547063,0.22699386503067484,C0273,0,0.0,0,64.56
DL00049,O01076,D091,V018,H02,2024-09-29 01:23:00,2024-09-29 07:46:30.295652,OnTime,12.55,0,0,3.52,6.93,0.5521912350597609,383.50492753333333,0.018070171991199934,0.5079365079365079,C0035,0,0.0,0,90.75
DL00050,O00534,D065,V046,H06,2025-09-05 05:03:00,2025-09-05 03:24:00.000000,OnTime,26.85,0,0,5.0,14.34,0.5340782122905028,-99.0,,0.3486750348675035,C0159,0,0.0,0,100.0
DL00051,O00785,D150,V055,H07,2025-12-31 17:27:00,2025-12-31 18:05:52.415764,OnTime,8.02,0,0,4.31,14.59,1.819201995012469,38.873596066666664,0.3753190205243357,0.295407813570939,C0378,0,0.0,0,95.69
DL00052,O00554,D168,V020,H08,2025-05-06 10:37:00,2025-05-06 20:57:25.303009,Delayed,26.380000000000003,1,1,2.52,24.54,0.9302501895375284,620.4217168166666,0.03955374116482051,0.10268948655256724,C0117,1,0.03790750568612585,1,59.05
DL00053,O00302,D018,V099,H01,2025-07-10 18:38:00,2025-07-11 17:06:29.590655,OnTime,14.14,0,0,3.63,10.32,0.7298444130127298,1348.4931775833334,0.00765298643816257,0.3517441860465116,C0558,0,0.0,0,91.44
DL00054,O01044,D117,V079,H01,2025-02-14 07:41:00,2025-02-14 20:37:54.180405,Delayed,29.8,1,0,4.7,22.28,0.7476510067114094,776.90300675,0.028677968557752658,0.21095152603231598,C0190,0,0.03355704697986577,0,72.73
DL00055,O00819,D069,V018,H04,2025-04-28 21:37:00,2025-04-29 04:45:04.624638,Delayed,35.07,5,1,2.78,22.2,0.6330196749358425,428.0770773,0.05185981959141917,0.12522522522522522,C0098,0,0.142571998859424,1,59.43
DL00056,O00698,D137,V081,H08,2024-10-22 21:45:00,2024-10-22 22:00:19.303026,OnTime,13.46,2,0,4.01,6.52,0.4843982169390787,15.3217171,0.4255397719097685,0.6150306748466258,C0550,0,0.1485884101040119,0,92.05
DL00057,O00921,D141,V077,H04,2024-12-09 10:53:00,2024-12-09 20:18:39.821307,Failed,10.91,0,0,1.22,6.59,0.6040329972502291,565.66368845,0.011650031873280658,0.18512898330804248,C0448,1,0.0,0,51.37
DL00058,O01062,D125,V082,H02,2024-10-26 18:46:00,2024-10-26 22:22:57.920354,OnTime,15.33,0,0,5.0,7.95,0.5185909980430529,216.96533923333334,0.03664179738612649,0.6289308176100629,C0559,0,0.0,0,100.0
DL00059,O00521,D027,V088,H05,2025-11-26 14:07:00,2025-11-26 18:49:47.422787,Delayed,36.28,3,0,3.11,17.45,0.4809812568908489,282.7903797833333,0.06170648383926546,0.17822349570200574,C0109,1,0.08269018743109151,0,62.21
DL00060,O00236,D005,V026,H02,2024-11-26 16:01:00,,Delayed,13.92,1,1,2.35,9.48,0.6810344827586208,,,0.2478902953586498,C0429,0,0.07183908045977011,1,57.58
DL00061,O00635,D083,V059,H08,2024-12-06 06:18:00,2024-12-06 05:02:21.529834,OnTime,10.51,1,0,3.8,10.6,1.0085632730732637,-75.64116943333333,,0.3584905660377358,C0314,0,0.09514747859181732,0,91.37
DL00062,O00567,D061,V007,H02,2024-02-24 16:31:00,2024-02-25 15:31:54.277282,OnTime,1.2,0,0,5.0,7.32,6.1000000000000005,1380.9046213666666,0.005300872983360338,0.6830601092896175,C0144,0,0.0,0,100.0
DL00063,O00931,D154,V094,H03,2024-03-07 11:20:00,2024-03-07 15:02:37.855092,OnTime,15.95,0,0,5.0,14.6,0.9153605015673981,222.6309182,0.06557939085030463,0.3424657534246575,C0213,0,0.0,0,100.0
DL00064,O01236,D075,V004,H03,2025-05-30 00:35:00,2025-05-30 23:36:22.924966,Delayed,10.36,0,0,2.34,7.13,0.6882239382239382,1381.3820827666666,0.005161497379291222,0.3281907433380084,C0543,0,0.0,0,58.38
DL00065,O01234,D050,V065,H01,2024-02-24 01:55:00,2024-02-24 01:52:27.078194,OnTime,1.67,1,0,4.63,6.2,3.7125748502994016,-2.5486967666666667,,0.746774193548387,C0163,1,0.5988023952095809,0,90.58
DL00066,O00568,D118,V083,H01,2025-12-19 20:41:00,2025-12-20 00:15:32.806881,OnTime,22.39,0,0,4.03,18.25,0.8150960250111656,214.54678135,0.08506303327024953,0.2208219178082192,C0412,1,0.0,0,93.94
DL00067,O00842,D152,V023,H01,2025-07-04 04:43:00,2025-07-04 14:29:14.573095,OnTime,12.34,1,0,4.61,11.04,0.8946515397082657,586.2428849166666,0.01883178505709168,0.417572463768116,C0588,1,0.08103727714748785,0,96.6
DL00068,O00828,D104,V046,H08,2024-02-19 15:15:00,2024-02-21 03:47:37.311854,Failed,19.75,1,0,3.73,16.14,0.8172151898734178,2192.6218642333333,0.007361050376848027,0.23110285006195785,C0025,1,0.05063291139240506,0,66.46
DL00069,O01039,D010,V074,H07,2025-05-01 11:46:00,2025-05-01 19:43:03.174703,Failed,16.76,1,0,4.17,10.73,0.6402147971360381,477.05291171666664,0.022492263932292714,0.38863000931966446,C0171,1,0.059665871121718374,0,69.1
DL00070,O00370,D018,V036,H07,2024-11-21 18:37:00,2024-11-21 21:57:39.434015,OnTime,16.35,0,0,4.64,18.11,1.1076452599388378,200.65723358333332,0.0902534121326799,0.25621203754831584,C0021,1,0.0,0,97.75
DL00071,O00796,D093,V080,H02,2025-01-28 06:57:00,2025-01-28 22:41:11.982767,Delayed,20.37,1,0,3.57,18.14,0.8905252822778595,944.1997127833333,0.019212037193409536,0.1968026460859978,C0385,0,0.049091801669121256,0,65.48
DL00072,O00402,D110,V027,H05,2025-11-20 06:20:00,2025-11-20 19:21:38.642714,Delayed,28.51,0,0,3.28,15.11,0.5299894773763592,781.6440452333334,0.019331049845699805,0.21707478491065518,C0104,1,0.0,0,64.25
DL00073,O00421,D141,V092,H08,2025-07-23 07:06:00,2025-07-24 05:47:40.524208,OnTime,19.34,3,0,4.68,17.54,0.9069286452947259,1361.6754034666667,0.012881190300820008,0.2668187001140251,C0599,0,0.15511892450879008,0,96.16
DL00074,O01195,D030,V092,H04,2025-01-04 08:41:00,2025-01-05 00:01:18.848212,Failed,17.61,1,0,4.42,14.79,0.8398637137989778,920.3141368666667,0.01607059960021319,0.2988505747126437,C0529,1,0.05678591709256105,0,70.7
DL00075,O01239,D169,V047,H02,2024-08-06 04:24:00,2024-08-06 05:22:04.347228,OnTime,13.25,3,0,3.24,11.94,0.901132075471698,58.0724538,0.2056052262079547,0.271356783919598,C0392,0,0.22641509433962265,0,86.31
DL00076,O00815,D120,V004,H01,2024-02-25 17:02:00,2024-02-26 17:44:41.639612,OnTime,27.51,3,0,5.0,15.16,0.5510723373318793,1482.6939935333332,0.010224631694819892,0.32981530343007914,C0347,0,0.10905125408942203,0,98.71
DL00077,O01040,D094,V067,H04,2025-12-27 22:16:00,2025-12-28 11:51:46.015071,Delayed,32.97,3,0,2.81,18.07,0.5480740066727328,815.76691785,0.022150935033777186,0.15550636413945768,C0290,1,0.09099181073703368,0,60.23
DL00078,O00173,D144,V088,H02,2025-02-18 08:26:00,2025-02-19 03:34:49.179226,Failed,10.92,1,0,2.87,9.05,0.8287545787545788,1148.8196537666668,0.007877650743811282,0.31712707182320443,C0371,1,0.09157509157509157,0,60.6
DL00079,O00920,D009,V102,H08,2024-08-01 12:06:00,2024-08-01 23:56:00.561663,OnTime,7.18,0,0,4.91,12.79,1.7813370473537604,710.00936105,0.018013847002081012,0.383893666927287,C0242,0,0.0,0,99.44
DL00080,O01137,D030,V022,H04,2025-10-14 08:21:00,2025-10-14 08:32:00.000000,OnTime,16.29,0,0,4.42,14.17,0.8698588090853284,11.0,1.288181818181818,0.3119266055045872,C0213,0,0.0,0,96.38
DL00081,O00716,D166,V056,H04,2024-10-22 06:38:00,2024-10-22 19:18:42.594052,Delayed,9.77,1,1,3.58,12.68,1.2978505629477994,760.7099008666667,0.01666864068096635,0.2823343848580442,C0072,0,0.1023541453428864,1,64.91
DL00082,O00669,D008,V048,H03,2025-07-15 15:38:00,2025-07-16 00:44:17.490179,OnTime,3.98,1,0,4.76,5.86,1.4723618090452262,546.2915029833333,0.010726873780752877,0.8122866894197951,C0529,1,0.25125628140703515,0,95.52
DL00083,O00451,D053,V043,H05,2025-02-15 18:28:00,2025-02-16 13:33:28.440507,Delayed,2.13,0,0,1.44,11.27,5.291079812206573,1145.47400845,0.009838721714209839,0.12777284826974267,C0012,0,0.0,0,52.75
DL00084,O00784,D063,V117,H05,2025-03-07 03:24:00,2025-03-08 07:43:35.335286,Failed,6.83,0,0,3.63,9.07,1.32796486090776,1699.5889214333333,0.005336584562078044,0.4002205071664829,C0308,1,0.0,0,66.44
DL00085,O00160,D127,V032,H06,2024-08-20 19:18:00,,OnTime,9.49,5,0,3.85,16.32,1.719704952581665,,,0.23590686274509803,C0478,0,0.5268703898840885,0,86.56
DL00086,O01013,D159,V063,H02,2025-08-22 17:32:00,2025-08-22 19:39:11.266878,OnTime,17.4,0,0,3.75,12.23,0.7028735632183909,127.1877813,0.09615703548718167,0.30662305805396567,C0185,0,0.0,0,92.19
DL00087,O00630,D034,V099,H07,2025-03-28 15:08:00,2025-03-28 15:28:40.004969,OnTime,17.98,0,0,4.11,13.23,0.735817575083426,20.666749483333334,0.6401587250413672,0.3106575963718821,C0369,0,0.0,0,94.44
DL00088,O00657,D088,V043,H04,2024-02-28 23:43:00,2024-02-29 03:16:11.448581,OnTime,5.99,0,0,4.43,2.5,0.41736227045075125,213.19080968333333,0.011726584291853005,1.7719999999999998,C0135,0,0.0,0,96.44
DL00089,O00241,D010,V112,H03,2025-04-01 15:27:00,2025-04-01 20:28:34.310529,Failed,8.27,0,0,2.56,6.94,0.8391777509068925,301.57184215,0.023012758586884535,0.3688760806916426,C0117,1,0.0,0,59.75
DL00090,O01097,D027,V065,H04,2024-07-14 23:21:00,2024-07-15 09:00:31.809183,OnTime,33.86,3,0,4.76,24.2,0.7147076196101595,579.53015305,0.04175796526313291,0.19669421487603306,C0390,0,0.08860011813349085,0,97.45
DL00091,O00941,D116,V044,H04,2024-08-12 15:04:00,2024-08-12 14:48:31.759538,OnTime,14.47,0,0,5.0,10.57,0.7304768486523843,-15.470674366666668,,0.47303689687795647,C0571,0,0.0,0,100.0
DL00092,O00736,D105,V016,H01,2024-01-25 00:39:00,2024-01-25 10:47:51.400345,OnTime,7.66,1,0,4.72,8.17,1.066579634464752,608.8566724166667,0.013418593192995213,0.5777233782129743,C0390,0,0.13054830287206265,0,96.7
DL00093,O00579,D028,V032,H05,2025-09-05 12:14:00,2025-09-05 12:49:10.392527,OnTime,19.68,3,0,3.69,18.64,0.9471544715447154,35.17320878333334,0.5299488060592435,0.19796137339055794,C0624,0,0.1524390243902439,0,90.0
DL00094,O01026,D034,V012,H04,2025-05-26 22:56:00,2025-05-27 09:41:42.033675,Delayed,4.66,0,0,3.72,16.6,3.5622317596566524,645.70056125,0.0257085110284934,0.22409638554216868,C0309,0,0.0,0,67.0
DL00095,O00416,D031,V005,H08,2024-01-07 23:00:00,2024-01-07 21:37:11.579245,OnTime,28.69,1,0,5.0,13.48,0.46985012199372606,-82.80701258333333,,0.37091988130563797,C0552,0,0.034855350296270474,0,99.59
DL00096,O00961,D077,V110,H01,2025-03-18 16:23:00,,Delayed,1.2,0,0,3.24,2.61,2.175,,,1.2413793103448276,C0307,0,0.0,0,64.0
DL00097,O00794,D170,V109,H07,2024-07-16 22:51:00,2024-07-18 01:52:17.414330,Failed,10.54,1,0,3.58,3.56,0.3377609108159393,1621.2902388333334,0.00219578204736602,1.0056179775280898,C0415,1,0.09487666034155598,0,65.0
DL00098,O00631,D004,V072,H07,2025-07-05 09:16:00,2025-07-05 15:47:44.173074,Failed,3.86,1,0,4.43,15.58,4.036269430051814,391.7362179,0.039771660847497045,0.28433889602053913,C0574,1,0.2590673575129534,0,68.36
DL00099,O00835,D127,V093,H01,2024-05-26 18:57:00,2024-05-26 21:53:38.872935,OnTime,5.6,2,0,4.75,13.26,2.367857142857143,176.64788225,0.07506458515723304,0.35822021116138764,C0317,0,0.35714285714285715,0,94.2
DL00100,O00205,D120,V097,H05,2025-02-05 16:42:00,2025-02-06 07:09:53.748167,Failed,8.64,0,0,3.14,13.47,1.5590277777777777,867.8958027833334,0.015520296280730754,0.23311061618411283,C0246,1,0.0,0,63.38
DL00101,O00354,D141,V115,H06,2025-12-02 18:06:00,2025-12-02 19:18:47.006775,OnTime,21.63,0,0,4.12,14.3,0.6611188164586224,72.78344625,0.19647324682705583,0.2881118881118881,C0154,0,0.0,0,94.5
DL00102,O00578,D031,V022,H02,2024-03-04 09:56:00,2024-03-04 13:51:57.810092,Delayed,9.18,0,0,3.08,11.31,1.2320261437908497,235.96350153333333,0.047931141581242794,0.2723253757736516,C0639,0,0.0,0,63.0
DL00103,O00269,D004,V036,H04,2024-12-01 01:20:00,2024-12-01 21:58:15.862002,Failed,6.26,2,0,2.24,9.31,1.487220447284345,1238.2643667,0.007518588316331304,0.2406015037593985,C0175,1,0.3194888178913738,0,53.96
DL00104,O00390,D102,V111,H06,2024-03-06 12:50:00,2024-03-06 20:08:19.088413,OnTime,8.75,0,0,4.45,7.5,0.8571428571428571,438.3181402166667,0.017110859240944597,0.5933333333333334,C0150,0,0.0,0,96.56
DL00105,O00596,D020,V043,H01,2025-10-02 04:09:00,2025-10-02 10:54:51.626370,OnTime,18.52,0,0,3.73,20.45,1.1042116630669547,405.8604395,0.050386778334920716,0.18239608801955992,C0394,0,0.0,0,92.06
DL00106,O00039,D040,V015,H05,2025-08-01 08:30:00,2025-08-01 12:18:45.005907,OnTime,18.02,0,0,4.92,15.57,0.8640399556048834,228.75009845,0.06806554447627168,0.3159922928709056,C0351,1,0.0,0,99.5
DL00107,O00175,D120,V074,H05,2025-12-19 20:22:00,2025-12-19 21:26:01.755844,OnTime,6.47,1,0,4.69,8.8,1.360123647604328,64.02926406666667,0.1374371567169275,0.5329545454545455,C0562,0,0.1545595054095827,0,96.23
DL00108,O00620,D084,V009,H06,2024-11-08 01:38:00,2024-11-08 03:02:54.779512,OnTime,13.73,1,0,4.73,17.52,1.2760378732702111,84.91299186666667,0.20632885044859228,0.2699771689497717,C0467,1,0.07283321194464676,0,97.45
DL00109,O00019,D014,V083,H05,2024-03-31 09:02:00,2024-03-31 12:20:28.945640,OnTime,16.7,1,0,3.52,16.91,1.0125748502994012,198.48242733333333,0.085196459088044,0.20816085156712005,C0425,0,0.059880239520958084,0,90.04
DL00110,O00045,D024,V042,H03,2024-02-13 21:24:00,2024-02-14 01:15:37.449725,OnTime,14.39,1,0,4.74,8.64,0.600416956219597,231.62416208333335,0.03730180790418366,0.548611111111111,C0326,0,0.06949270326615706,0,97.55
DL00111,O00105,D081,V090,H06,2024-07-09 23:17:00,2024-07-09 22:43:25.075981,OnTime,18.8,0,0,5.0,20.02,1.0648936170212766,-33.582066983333334,,0.24975024975024976,C0070,0,0.0,0,100.0
DL00112,O00848,D068,V049,H05,2025-06-03 14:51:00,2025-06-03 20:37:51.660691,OnTime,10.88,3,0,3.68,8.03,0.7380514705882352,346.8610115166667,0.023150483142767856,0.4582814445828145,C0489,0,0.275735294117647,0,88.48
DL00113,O00607,D072,V083,H05,2025-08-30 19:15:00,2025-08-31 06:58:55.972500,OnTime,7.42,0,0,2.94,15.7,2.115902964959569,703.932875,0.022303262935404175,0.1872611464968153,C0576,0,0.0,0,87.12
DL00114,O01196,D074,V114,H02,2024-04-12 03:31:00,2024-04-12 20:47:55.665668,Delayed,16.99,0,0,2.62,19.44,1.144202472042378,1036.9277611333334,0.018747689789646114,0.13477366255144033,C0109,1,0.0,0,60.13
